creationTime,0,1,2,3,4,5,6,7,8,9,10
1522631050256,chicago/traffic-lane/1309/thing/traffic-lane/1522631050256,,thing/traffic-lane,,19,-1,chicago/traffic-lane/1309,-87.639487,41.874538,41.874438,-87.647125
1522631050378,chicago/traffic-lane/1294/thing/traffic-lane/1522631050378,,thing/traffic-lane,,17,-1,chicago/traffic-lane/1294,-87.627518,41.875639,41.886813,-87.627876
1522631050536,chicago/traffic-lane/1288/thing/traffic-lane/1522631050536,,thing/traffic-lane,,27,-1,chicago/traffic-lane/1288,-87.632709,41.896714,41.896497,-87.647745
1522631050607,chicago/traffic-lane/1152/thing/traffic-lane/1522631050607,,thing/traffic-lane,,20,-1,chicago/traffic-lane/1152,-87.8051007941,41.8942683013,41.9088560337,-87.8055536529
1522631050624,chicago/traffic-lane/1290/thing/traffic-lane/1522631050624,,thing/traffic-lane,,19,-1,chicago/traffic-lane/1290,-87.647745,41.896497,41.896367,-87.655452
1522631050642,chicago/traffic-lane/1292/thing/traffic-lane/1522631050642,,thing/traffic-lane,,20,-1,chicago/traffic-lane/1292,-87.627318,41.867413,41.875639,-87.627518
1522631050790,chicago/traffic-lane/1213/thing/traffic-lane/1522631050790,,thing/traffic-lane,,24,-1,chicago/traffic-lane/1213,-87.645535,41.816184,41.823458,-87.645736
1522631052269,chicago/traffic-lane/867/thing/traffic-lane/1522631052269,,thing/traffic-lane,,17,-1,chicago/traffic-lane/867,-87.6424565074,41.8817855514,41.8844837459,-87.6426207291
1522631052604,chicago/traffic-lane/797/thing/traffic-lane/1522631052604,,thing/traffic-lane,,29,-1,chicago/traffic-lane/797,-87.5849507392,41.722346361,41.7296111731,-87.5850694771
1522631052714,chicago/traffic-lane/1127/thing/traffic-lane/1522631052714,,thing/traffic-lane,,34,-1,chicago/traffic-lane/1127,-87.7440666919,41.8512433072,41.865960857,-87.7446180929
1522631052966,chicago/traffic-lane/759/thing/traffic-lane/1522631052966,,thing/traffic-lane,,25,-1,chicago/traffic-lane/759,-87.6202037576,41.891798492,41.8917303986,-87.6241461501
1522631053339,chicago/traffic-lane/904/thing/traffic-lane/1522631053339,,thing/traffic-lane,,22,-1,chicago/traffic-lane/904,-87.62392868,41.86745208,41.875777,-87.624123
1522631053587,chicago/traffic-lane/1270/thing/traffic-lane/1522631053587,,thing/traffic-lane,,18,-1,chicago/traffic-lane/1270,-87.636891,41.882014,41.881876,-87.647361
1522631054121,chicago/traffic-lane/467/thing/traffic-lane/1522631054121,,thing/traffic-lane,,30,-1,chicago/traffic-lane/467,-87.6286359347,41.721847197,41.7215954811,-87.6432218261
1522628362209,chicago/traffic-lane/172/thing/traffic-lane/1522628362209,,thing/traffic-lane,,14,-1,chicago/traffic-lane/172,-87.7035527348,41.793651115,41.7934149656,-87.7136045062
1522629254597,chicago/traffic-lane/469/thing/traffic-lane/1522629254597,,thing/traffic-lane,,30,-1,chicago/traffic-lane/469,-87.6140911627,41.7220217125,41.7219106219,-87.6205312155
1522629254687,chicago/traffic-lane/487/thing/traffic-lane/1522629254687,,thing/traffic-lane,,25,-1,chicago/traffic-lane/487,-87.6329215921,41.6925984414,41.6925071489,-87.6423633676
1522629254705,chicago/traffic-lane/489/thing/traffic-lane/1522629254705,,thing/traffic-lane,,25,-1,chicago/traffic-lane/489,-87.6098539827,41.6929008891,41.6927563144,-87.6210363283
1522629254723,chicago/traffic-lane/470/thing/traffic-lane/1522629254723,,thing/traffic-lane,,31,-1,chicago/traffic-lane/470,-87.6045012673,41.7222259181,41.7220217125,-87.6140911627
1522629254780,chicago/traffic-lane/484/thing/traffic-lane/1522629254780,,thing/traffic-lane,,35,-1,chicago/traffic-lane/484,-87.670578725,41.6920630313,41.6919091649,-87.6811653381
1522629255206,chicago/traffic-lane/687/thing/traffic-lane/1522629255206,,thing/traffic-lane,,16,-1,chicago/traffic-lane/687,-87.6148109218,41.7511190099,41.7584029267,-87.6148962271
1522629255260,chicago/traffic-lane/685/thing/traffic-lane/1522629255260,,thing/traffic-lane,,20,-1,chicago/traffic-lane/685,-87.6143079092,41.7364992381,41.743809104,-87.6145593931
1522629255350,chicago/traffic-lane/689/thing/traffic-lane/1522629255350,,thing/traffic-lane,,26,-1,chicago/traffic-lane/689,-87.6151145145,41.7657125565,41.7729467839,-87.615233728
1522629252649,chicago/traffic-lane/829/thing/traffic-lane/1522629252649,,thing/traffic-lane,,24,-1,chicago/traffic-lane/829,-87.8067554164,41.9827767713,41.9899782632,-87.8066960672
1522629252738,chicago/traffic-lane/789/thing/traffic-lane/1522629252738,,thing/traffic-lane,,23,-1,chicago/traffic-lane/789,-87.6896910614,41.9906579206,41.9905751568,-87.6993974307
1522629252756,chicago/traffic-lane/798/thing/traffic-lane/1522629252756,,thing/traffic-lane,,29,-1,chicago/traffic-lane/798,-87.5850694771,41.7296111731,41.7369134537,-87.5852385693
1522629252897,chicago/traffic-lane/788/thing/traffic-lane/1522629252897,,thing/traffic-lane,,18,-1,chicago/traffic-lane/788,-87.6993974307,41.9905751568,41.9905195564,-87.7111087839
1522629253068,chicago/traffic-lane/1205/thing/traffic-lane/1522629253068,,thing/traffic-lane,,29,-1,chicago/traffic-lane/1205,-87.643993,41.756089,41.765201,-87.644221
1522629253178,chicago/traffic-lane/1203/thing/traffic-lane/1522629253178,,thing/traffic-lane,,30,-1,chicago/traffic-lane/1203,-87.643641,41.743359,41.750643,-87.643853
1522629253337,chicago/traffic-lane/765/thing/traffic-lane/1522629253337,,thing/traffic-lane,,29,-1,chicago/traffic-lane/765,-87.8055690991,41.9088375317,41.9161689398,-87.8058078034
1522629257884,chicago/traffic-lane/595/thing/traffic-lane/1522629257884,,thing/traffic-lane,,51,-1,chicago/traffic-lane/595,-87.6310264345,41.9260827378,41.9334256266,-87.6318545747
1522629258413,chicago/traffic-lane/358/thing/traffic-lane/1522629258413,,thing/traffic-lane,,14,-1,chicago/traffic-lane/358,-87.68745819,41.9248996489,41.9279807743,-87.6875661231
1522629258470,chicago/traffic-lane/354/thing/traffic-lane/1522629258470,,thing/traffic-lane,,25,-1,chicago/traffic-lane/354,-87.6866589587,41.8957422115,41.9030150932,-87.686843103
1522629258506,chicago/traffic-lane/346/thing/traffic-lane/1522629258506,,thing/traffic-lane,,31,-1,chicago/traffic-lane/346,-87.6847191026,41.8259368847,41.8390729803,-87.6850393262
1522629258544,chicago/traffic-lane/347/thing/traffic-lane/1522629258544,,thing/traffic-lane,,28,-1,chicago/traffic-lane/347,-87.6850393262,41.8390729803,41.8520308712,-87.6854567493
1522629258631,chicago/traffic-lane/450/thing/traffic-lane/1522629258631,,thing/traffic-lane,,38,-1,chicago/traffic-lane/450,-87.6827512753,41.7501880334,41.7500402444,-87.6926364622
1522629256894,chicago/traffic-lane/568/thing/traffic-lane/1522629256894,,thing/traffic-lane,,19,-1,chicago/traffic-lane/568,-87.7417947979,41.793035195,41.8003400449,-87.7428033166
1522629257014,chicago/traffic-lane/244/thing/traffic-lane/1522629257014,,thing/traffic-lane,,11,-1,chicago/traffic-lane/244,-87.6189600374,41.8676400592,41.86751119,-87.6304336988
1522629257065,chicago/traffic-lane/236/thing/traffic-lane/1522629257065,,thing/traffic-lane,,18,-1,chicago/traffic-lane/236,-87.6959061275,41.8666478725,41.8665425122,-87.7056678592
1522629257605,chicago/traffic-lane/577/thing/traffic-lane/1522629257605,,thing/traffic-lane,,19,-1,chicago/traffic-lane/577,-87.7458024865,41.9023415361,41.9096276932,-87.7459028831
1522629259710,chicago/traffic-lane/107/thing/traffic-lane/1522629259710,,thing/traffic-lane,,33,-1,chicago/traffic-lane/107,-87.6643984668,41.7940232957,41.8013171472,-87.6645931099
1522629259867,chicago/traffic-lane/103/thing/traffic-lane/1522629259867,,thing/traffic-lane,,32,-1,chicago/traffic-lane/103,-87.663612718,41.7649079607,41.7721909488,-87.6638378447
1522629260054,chicago/traffic-lane/423/thing/traffic-lane/1522629260054,,thing/traffic-lane,,15,-1,chicago/traffic-lane/423,-87.5857979864,41.7515908387,41.7514496528,-87.595412204
1522629260072,chicago/traffic-lane/105/thing/traffic-lane/1522629260072,,thing/traffic-lane,,31,-1,chicago/traffic-lane/105,-87.6640374592,41.7794635041,41.7867457704,-87.6642111674
1522629260220,chicago/traffic-lane/415/thing/traffic-lane/1522629260220,,thing/traffic-lane,,27,-1,chicago/traffic-lane/415,-87.7316040523,41.7494782498,41.7492847508,-87.7413265301
1522629260444,chicago/traffic-lane/34/thing/traffic-lane/1522629260444,,thing/traffic-lane,,27,-1,chicago/traffic-lane/34,-87.7234032253,41.8078826502,41.8151945196,-87.7237477951
1522629260520,chicago/traffic-lane/26/thing/traffic-lane/1522629260520,,thing/traffic-lane,,26,-1,chicago/traffic-lane/26,-87.7214959848,41.742178062,41.7495695299,-87.721801291
1522629260665,chicago/traffic-lane/57/thing/traffic-lane/1522629260665,,thing/traffic-lane,,27,-1,chicago/traffic-lane/57,-87.7283177717,41.9828305605,41.988652019,-87.7283177717
1522629259126,chicago/traffic-lane/452/thing/traffic-lane/1522629259126,,thing/traffic-lane,,18,-1,chicago/traffic-lane/452,-87.6634686872,41.7505652402,41.750417551,-87.6730824357
1522629259261,chicago/traffic-lane/340/thing/traffic-lane/1522629259261,,thing/traffic-lane,,25,-1,chicago/traffic-lane/340,-87.6836472764,41.786527685,41.793875546,-87.6838584229
1522629259297,chicago/traffic-lane/359/thing/traffic-lane/1522629259297,,thing/traffic-lane,,15,-1,chicago/traffic-lane/359,-87.6875661231,41.9279807743,41.9321780939,-87.6876989484
1522629259433,chicago/traffic-lane/451/thing/traffic-lane/1522629259433,,thing/traffic-lane,,29,-1,chicago/traffic-lane/451,-87.6730824357,41.750417551,41.7501880334,-87.6827512753
1522629259502,chicago/traffic-lane/108/thing/traffic-lane/1522629259502,,thing/traffic-lane,,30,-1,chicago/traffic-lane/108,-87.6645931099,41.8013171472,41.8086033737,-87.6647891274
1522629259537,chicago/traffic-lane/104/thing/traffic-lane/1522629259537,,thing/traffic-lane,,30,-1,chicago/traffic-lane/104,-87.6638378447,41.7721909488,41.7794635041,-87.6640374592
1522629259574,chicago/traffic-lane/422/thing/traffic-lane/1522629259574,,thing/traffic-lane,,21,-1,chicago/traffic-lane/422,-87.595412204,41.7514496528,41.7513900229,-87.6051881522
1522629259607,chicago/traffic-lane/106/thing/traffic-lane/1522629259607,,thing/traffic-lane,,35,-1,chicago/traffic-lane/106,-87.6642111674,41.7867457704,41.7940232957,-87.6643984668
1522629259658,chicago/traffic-lane/420/thing/traffic-lane/1522629259658,,thing/traffic-lane,,20,-1,chicago/traffic-lane/420,-87.6149102436,41.7512885566,41.7511042672,-87.6245246027
1522629251603,chicago/traffic-lane/1103/thing/traffic-lane/1522629251603,,thing/traffic-lane,,27,-1,chicago/traffic-lane/1103,-87.763913,41.851385,41.8510024115,-87.7834783427
1522629251692,chicago/traffic-lane/1055/thing/traffic-lane/1522629251692,,thing/traffic-lane,,16,-1,chicago/traffic-lane/1055,-87.6143562664,41.8845180727,41.8846520046,-87.6206419402
1522629251742,chicago/traffic-lane/1056/thing/traffic-lane/1522629251742,,thing/traffic-lane,,22,-1,chicago/traffic-lane/1056,-87.6206419402,41.8846520046,41.8846086464,-87.6244501884
1522629253570,chicago/traffic-lane/1208/thing/traffic-lane/1522629253570,,thing/traffic-lane,,25,-1,chicago/traffic-lane/1208,-87.644597,41.779751,41.787025,-87.64478
1522629253726,chicago/traffic-lane/908/thing/traffic-lane/1522629253726,,thing/traffic-lane,,17,-1,chicago/traffic-lane/908,-87.62426376,41.88447407,41.892571,-87.623997
1522629253801,chicago/traffic-lane/907/thing/traffic-lane/1522629253801,,thing/traffic-lane,,16,-1,chicago/traffic-lane/907,-87.624123,41.875777,41.88447407,-87.62426376
1522629254480,chicago/traffic-lane/510/thing/traffic-lane/1522629254480,,thing/traffic-lane,,24,-1,chicago/traffic-lane/510,-87.75265489,41.79736303,41.79584859,-87.76240058
1522629255815,chicago/traffic-lane/274/thing/traffic-lane/1522629255815,,thing/traffic-lane,,28,-1,chicago/traffic-lane/274,-87.624761,41.736485,41.7364152726,-87.6436255734
1522629256071,chicago/traffic-lane/771/thing/traffic-lane/1522629256071,,thing/traffic-lane,,20,-1,chicago/traffic-lane/771,-87.8069498272,41.9682596163,41.9754664535,-87.8068343518
1522629256266,chicago/traffic-lane/330/thing/traffic-lane/1522629256266,,thing/traffic-lane,,28,-1,chicago/traffic-lane/330,-87.6816602454,41.713672748,41.7209382823,-87.6818720444
1522629256460,chicago/traffic-lane/565/thing/traffic-lane/1522629256460,,thing/traffic-lane,,25,-1,chicago/traffic-lane/565,-87.7418663731,41.7711254297,41.7784097411,-87.7421146239
1522629256558,chicago/traffic-lane/315/thing/traffic-lane/1522629256558,,thing/traffic-lane,,20,-1,chicago/traffic-lane/315,-87.6690474356,41.954427556,41.9542941404,-87.6787529076
1522628351568,chicago/traffic-lane/1226/thing/traffic-lane/1522628351568,,thing/traffic-lane,,21,-1,chicago/traffic-lane/1226,-87.648083,41.91092,41.91818,-87.648318
1522628351605,chicago/traffic-lane/1222/thing/traffic-lane/1522628351605,,thing/traffic-lane,,14,-1,chicago/traffic-lane/1222,-87.647171,41.881776,41.891185,-87.647427
1522628351675,chicago/traffic-lane/1221/thing/traffic-lane/1522628351675,,thing/traffic-lane,,16,-1,chicago/traffic-lane/1221,-87.646935,41.874338,41.881776,-87.647171
1522628351781,chicago/traffic-lane/1286/thing/traffic-lane/1522628351781,,thing/traffic-lane,,20,-1,chicago/traffic-lane/1286,-87.624241,41.896835,41.896714,-87.632709
1522628351856,chicago/traffic-lane/1103/thing/traffic-lane/1522628351856,,thing/traffic-lane,,25,-1,chicago/traffic-lane/1103,-87.763913,41.851385,41.8510024115,-87.7834783427
1522628352395,chicago/traffic-lane/884/thing/traffic-lane/1522628352395,,thing/traffic-lane,,20,-1,chicago/traffic-lane/884,-87.6265992962,41.9129419995,41.9133832339,-87.6319113969
1522628352465,chicago/traffic-lane/823/thing/traffic-lane/1522628352465,,thing/traffic-lane,,29,-1,chicago/traffic-lane/823,-87.5594825555,41.7081667435,41.7154042389,-87.5595922635
1522628350516,chicago/traffic-lane/1294/thing/traffic-lane/1522628350516,,thing/traffic-lane,,14,-1,chicago/traffic-lane/1294,-87.627518,41.875639,41.886813,-87.627876
1522628350603,chicago/traffic-lane/1219/thing/traffic-lane/1522628350603,,thing/traffic-lane,,18,-1,chicago/traffic-lane/1219,-87.646517,41.859912,41.867152,-87.646729
1522628351348,chicago/traffic-lane/1117/thing/traffic-lane/1522628351348,,thing/traffic-lane,,25,-1,chicago/traffic-lane/1117,-87.7008263623,41.6917049977,41.6914994271,-87.7202965545
1522628350480,chicago/traffic-lane/1292/thing/traffic-lane/1522628350480,,thing/traffic-lane,,17,-1,chicago/traffic-lane/1292,-87.627318,41.867413,41.875639,-87.627518
1522631958431,chicago/traffic-lane/338/thing/traffic-lane/1522631958431,,thing/traffic-lane,,16,-1,chicago/traffic-lane/338,-87.6832609507,41.7719765782,41.7792149771,-87.6834560431
1522631958483,chicago/traffic-lane/356/thing/traffic-lane/1522631958483,,thing/traffic-lane,,25,-1,chicago/traffic-lane/356,-87.6870370163,41.9103198343,41.9168043897,-87.6872050148
1522631958505,chicago/traffic-lane/367/thing/traffic-lane/1522631958505,,thing/traffic-lane,,23,-1,chicago/traffic-lane/367,-87.6892644434,41.9831666552,41.9904989723,-87.6894886422
1522631958696,chicago/traffic-lane/422/thing/traffic-lane/1522631958696,,thing/traffic-lane,,19,-1,chicago/traffic-lane/422,-87.595412204,41.7514496528,41.7513900229,-87.6051881522
1522631958730,chicago/traffic-lane/348/thing/traffic-lane/1522631958730,,thing/traffic-lane,,17,-1,chicago/traffic-lane/348,-87.6854567493,41.8520308712,41.857496,-87.685797
1522631958816,chicago/traffic-lane/331/thing/traffic-lane/1522631958816,,thing/traffic-lane,,28,-1,chicago/traffic-lane/331,-87.6818720444,41.7209382823,41.7282286362,-87.6821164908
1522631958904,chicago/traffic-lane/339/thing/traffic-lane/1522631958904,,thing/traffic-lane,,25,-1,chicago/traffic-lane/339,-87.6834560431,41.7792149771,41.786527685,-87.6836472764
1522631958921,chicago/traffic-lane/336/thing/traffic-lane/1522631958921,,thing/traffic-lane,,24,-1,chicago/traffic-lane/336,-87.6829192318,41.7592310843,41.764701176,-87.6830594183
1522631958941,chicago/traffic-lane/423/thing/traffic-lane/1522631958941,,thing/traffic-lane,,23,-1,chicago/traffic-lane/423,-87.5857979864,41.7515908387,41.7514496528,-87.595412204
1522631959154,chicago/traffic-lane/346/thing/traffic-lane/1522631959154,,thing/traffic-lane,,23,-1,chicago/traffic-lane/346,-87.6847191026,41.8259368847,41.8390729803,-87.6850393262
1522632859993,chicago/traffic-lane/123/thing/traffic-lane/1522632859993,,thing/traffic-lane,,22,-1,chicago/traffic-lane/123,-87.6679092691,41.9185457037,41.9251505156,-87.6679620918
1522632860130,chicago/traffic-lane/108/thing/traffic-lane/1522632860130,,thing/traffic-lane,,21,-1,chicago/traffic-lane/108,-87.6645931099,41.8013171472,41.8086033737,-87.6647891274
1522632860183,chicago/traffic-lane/124/thing/traffic-lane/1522632860183,,thing/traffic-lane,,29,-1,chicago/traffic-lane/124,-87.6679620918,41.9251505156,41.932402477,-87.668210266
1522632860268,chicago/traffic-lane/37/thing/traffic-lane/1522632860268,,thing/traffic-lane,,22,-1,chicago/traffic-lane/37,-87.7241670914,41.8368812942,41.8442541875,-87.7244396463
1522632860286,chicago/traffic-lane/13/thing/traffic-lane/1522632860286,,thing/traffic-lane,,27,-1,chicago/traffic-lane/13,-87.7818044315,41.7924861906,41.7922933877,-87.7915747868
1522632860564,chicago/traffic-lane/44/thing/traffic-lane/1522632860564,,thing/traffic-lane,,25,-1,chicago/traffic-lane/44,-87.7256212259,41.8854658549,41.8953666789,-87.725990629
1522632860650,chicago/traffic-lane/23/thing/traffic-lane/1522632860650,,thing/traffic-lane,,31,-1,chicago/traffic-lane/23,-87.7211582444,41.7205351179,41.7279240361,-87.7216034956
1522632860719,chicago/traffic-lane/196/thing/traffic-lane/1522632860719,,thing/traffic-lane,,22,-1,chicago/traffic-lane/196,-87.7948024476,41.9091729382,41.9090033229,-87.8057579864
1522632860753,chicago/traffic-lane/197/thing/traffic-lane/1522632860753,,thing/traffic-lane,,22,-1,chicago/traffic-lane/197,-87.7849627555,41.909248873,41.9091729382,-87.7948024476
1522632860891,chicago/traffic-lane/210/thing/traffic-lane/1522632860891,,thing/traffic-lane,,23,-1,chicago/traffic-lane/210,-87.6621596195,41.910843339,41.9107674921,-87.6676901941
1522632860945,chicago/traffic-lane/36/thing/traffic-lane/1522632860945,,thing/traffic-lane,,31,-1,chicago/traffic-lane/36,-87.7238669791,41.8229897759,41.8368812942,-87.7242987603
1522632857008,chicago/traffic-lane/212/thing/traffic-lane/1522632857008,,thing/traffic-lane,,25,-1,chicago/traffic-lane/212,-87.6331493782,41.9112994848,41.9110568232,-87.6482701057
1522632857163,chicago/traffic-lane/242/thing/traffic-lane/1522632857163,,thing/traffic-lane,,19,-1,chicago/traffic-lane/242,-87.6421863761,41.8673568658,41.867291304,-87.6469168821
1522632857893,chicago/traffic-lane/595/thing/traffic-lane/1522632857893,,thing/traffic-lane,,52,-1,chicago/traffic-lane/595,-87.6310264345,41.9260827378,41.9334256266,-87.6318545747
1522632858070,chicago/traffic-lane/344/thing/traffic-lane/1522632858070,,thing/traffic-lane,,10,-1,chicago/traffic-lane/344,-87.6844449706,41.8156948926,41.8229949942,-87.6846933402
1522632858105,chicago/traffic-lane/452/thing/traffic-lane/1522632858105,,thing/traffic-lane,,21,-1,chicago/traffic-lane/452,-87.6634686872,41.7505652402,41.750417551,-87.6730824357
1522632858198,chicago/traffic-lane/350/thing/traffic-lane/1522632858198,,thing/traffic-lane,,27,-1,chicago/traffic-lane/350,-87.6858548579,41.8666115084,41.8760825857,-87.6860859175
1522632858269,chicago/traffic-lane/419/thing/traffic-lane/1522632858269,,thing/traffic-lane,,14,-1,chicago/traffic-lane/419,-87.6245246027,41.7511042672,41.7508788394,-87.6341938681
1522632858303,chicago/traffic-lane/339/thing/traffic-lane/1522632858303,,thing/traffic-lane,,16,-1,chicago/traffic-lane/339,-87.6834560431,41.7792149771,41.786527685,-87.6836472764
1522632858463,chicago/traffic-lane/347/thing/traffic-lane/1522632858463,,thing/traffic-lane,,33,-1,chicago/traffic-lane/347,-87.6850393262,41.8390729803,41.8520308712,-87.6854567493
1522632858571,chicago/traffic-lane/357/thing/traffic-lane/1522632858571,,thing/traffic-lane,,22,-1,chicago/traffic-lane/357,-87.6872050148,41.9168043897,41.9248996489,-87.68745819
1522632859520,chicago/traffic-lane/106/thing/traffic-lane/1522632859520,,thing/traffic-lane,,18,-1,chicago/traffic-lane/106,-87.6642111674,41.7867457704,41.7940232957,-87.6643984668
1522632859578,chicago/traffic-lane/119/thing/traffic-lane/1522632859578,,thing/traffic-lane,,21,-1,chicago/traffic-lane/119,-87.6669590125,41.8909763311,41.8960725742,-87.6671078757
1522632859896,chicago/traffic-lane/105/thing/traffic-lane/1522632859896,,thing/traffic-lane,,26,-1,chicago/traffic-lane/105,-87.6640374592,41.7794635041,41.7867457704,-87.6642111674
1522632861033,chicago/traffic-lane/34/thing/traffic-lane/1522632861033,,thing/traffic-lane,,31,-1,chicago/traffic-lane/34,-87.7234032253,41.8078826502,41.8151945196,-87.7237477951
1522632861051,chicago/traffic-lane/43/thing/traffic-lane/1522632861051,,thing/traffic-lane,,27,-1,chicago/traffic-lane/43,-87.7255232056,41.8819364677,41.8854658549,-87.7256546637
1522632861119,chicago/traffic-lane/180/thing/traffic-lane/1522632861119,,thing/traffic-lane,,29,-1,chicago/traffic-lane/180,-87.6256995376,41.7947803916,41.7946718587,-87.6311253178
1522634653310,chicago/traffic-lane/899/thing/traffic-lane/1522634653310,,thing/traffic-lane,,20,-1,chicago/traffic-lane/899,-87.62343743,41.84564219,41.85285485,-87.62360876
1522634653329,chicago/traffic-lane/757/thing/traffic-lane/1522634653329,,thing/traffic-lane,,15,-1,chicago/traffic-lane/757,-87.62806696,41.8917151045,41.8916126007,-87.6325878656
1522634653568,chicago/traffic-lane/517/thing/traffic-lane/1522634653568,,thing/traffic-lane,,25,-1,chicago/traffic-lane/517,-87.68489325,41.82615333,41.82013776,-87.69448283
1522634653606,chicago/traffic-lane/903/thing/traffic-lane/1522634653606,,thing/traffic-lane,,15,-1,chicago/traffic-lane/903,-87.62377822,41.860205,41.86745208,-87.62392868
1522634653659,chicago/traffic-lane/485/thing/traffic-lane/1522634653659,,thing/traffic-lane,,22,-1,chicago/traffic-lane/485,-87.6521355509,41.6923840472,41.6922994183,-87.663399
1522634653678,chicago/traffic-lane/468/thing/traffic-lane/1522634653678,,thing/traffic-lane,,23,-1,chicago/traffic-lane/468,-87.6205312155,41.7219106219,41.721847197,-87.6286359347
1522634651117,chicago/traffic-lane/1222/thing/traffic-lane/1522634651117,,thing/traffic-lane,,16,-1,chicago/traffic-lane/1222,-87.647171,41.881776,41.891185,-87.647427
1522634651220,chicago/traffic-lane/1290/thing/traffic-lane/1522634651220,,thing/traffic-lane,,22,-1,chicago/traffic-lane/1290,-87.647745,41.896497,41.896367,-87.655452
1522634651495,chicago/traffic-lane/1117/thing/traffic-lane/1522634651495,,thing/traffic-lane,,32,-1,chicago/traffic-lane/1117,-87.7008263623,41.6917049977,41.6914994271,-87.7202965545
1522634651601,chicago/traffic-lane/1055/thing/traffic-lane/1522634651601,,thing/traffic-lane,,14,-1,chicago/traffic-lane/1055,-87.6143562664,41.8845180727,41.8846520046,-87.6206419402
1522634652209,chicago/traffic-lane/805/thing/traffic-lane/1522634652209,,thing/traffic-lane,,31,-1,chicago/traffic-lane/805,-87.5862545245,41.7806524044,41.7878796071,-87.5864754787
1522634652483,chicago/traffic-lane/768/thing/traffic-lane/1522634652483,,thing/traffic-lane,,23,-1,chicago/traffic-lane/768,-87.8062855111,41.930812181,41.9379872726,-87.8065443404
1522634652825,chicago/traffic-lane/1207/thing/traffic-lane/1522634652825,,thing/traffic-lane,,26,-1,chicago/traffic-lane/1207,-87.644407,41.772472,41.779751,-87.644597
1522634652987,chicago/traffic-lane/911/thing/traffic-lane/1522634652987,,thing/traffic-lane,,16,-1,chicago/traffic-lane/911,-87.623997,41.892571,41.90082865,-87.62393627
1522634650268,chicago/traffic-lane/1214/thing/traffic-lane/1522634650268,,thing/traffic-lane,,19,-1,chicago/traffic-lane/1214,-87.645736,41.823458,41.83075,-87.645915
1522634650320,chicago/traffic-lane/1213/thing/traffic-lane/1522634650320,,thing/traffic-lane,,23,-1,chicago/traffic-lane/1213,-87.645535,41.816184,41.823458,-87.645736
1522634650406,chicago/traffic-lane/1192/thing/traffic-lane/1522634650406,,thing/traffic-lane,,22,-1,chicago/traffic-lane/1192,-87.6181586591,41.8493482767,41.8530007099,-87.619411
1522634650422,chicago/traffic-lane/1220/thing/traffic-lane/1522634650422,,thing/traffic-lane,,21,-1,chicago/traffic-lane/1220,-87.646729,41.867152,41.874338,-87.646935
1522635620365,chicago/traffic-lane/357/thing/traffic-lane/1522635620365,,thing/traffic-lane,,27,-1,chicago/traffic-lane/357,-87.6872050148,41.9168043897,41.9248996489,-87.68745819
1522635620772,chicago/traffic-lane/355/thing/traffic-lane/1522635620772,,thing/traffic-lane,,23,-1,chicago/traffic-lane/355,-87.686843103,41.9030150932,41.9103198343,-87.6870370163
1522635620807,chicago/traffic-lane/363/thing/traffic-lane/1522635620807,,thing/traffic-lane,,25,-1,chicago/traffic-lane/363,-87.6882824308,41.9540117081,41.9613118159,-87.6884991671
1522635620917,chicago/traffic-lane/331/thing/traffic-lane/1522635620917,,thing/traffic-lane,,30,-1,chicago/traffic-lane/331,-87.6818720444,41.7209382823,41.7282286362,-87.6821164908
1522635621102,chicago/traffic-lane/98/thing/traffic-lane/1522635621102,,thing/traffic-lane,,29,-1,chicago/traffic-lane/98,-87.6625002738,41.7212141057,41.7284810983,-87.6626684166
1522635621246,chicago/traffic-lane/417/thing/traffic-lane/1522635621246,,thing/traffic-lane,,29,-1,chicago/traffic-lane/417,-87.7118878282,41.7498206443,41.7496709256,-87.7218815259
1522635620044,chicago/traffic-lane/339/thing/traffic-lane/1522635620044,,thing/traffic-lane,,29,-1,chicago/traffic-lane/339,-87.6834560431,41.7792149771,41.786527685,-87.6836472764
1522635620181,chicago/traffic-lane/345/thing/traffic-lane/1522635620181,,thing/traffic-lane,,25,-1,chicago/traffic-lane/345,-87.6846933402,41.8229949942,41.8259368847,-87.6847191026
1522635620209,chicago/traffic-lane/454/thing/traffic-lane/1522635620209,,thing/traffic-lane,,13,-1,chicago/traffic-lane/454,-87.6439701738,41.7507752434,41.7505891635,-87.6536930095
1522635623542,chicago/traffic-lane/24/thing/traffic-lane/1522635623542,,thing/traffic-lane,,30,-1,chicago/traffic-lane/24,-87.7215334269,41.7279240361,41.7348566529,-87.7213107758
1522635623566,chicago/traffic-lane/33/thing/traffic-lane/1522635623566,,thing/traffic-lane,,22,-1,chicago/traffic-lane/33,-87.7232409373,41.802316468,41.8078826502,-87.7234560048
1522635623790,chicago/traffic-lane/198/thing/traffic-lane/1522635623790,,thing/traffic-lane,,25,-1,chicago/traffic-lane/198,-87.7756143071,41.9093998422,41.909248873,-87.7849627555
1522635624237,chicago/traffic-lane/173/thing/traffic-lane/1522635624237,,thing/traffic-lane,,16,-1,chicago/traffic-lane/173,-87.6937965741,41.7938280159,41.793651115,-87.7035527348
1522635621739,chicago/traffic-lane/121/thing/traffic-lane/1522635621739,,thing/traffic-lane,,20,-1,chicago/traffic-lane/121,-87.6673294583,41.9040161282,41.9106292239,-87.6675079387
